일원파출소,서울특별시 강남구 일원로3길 35 (공중화장실),37.489,127.10528,화장실
세곡동공중화장실(기존),서울특별시 강남구 헌릉로 649 (공중화장실),37.47331,127.09973,화장실
세곡동공중화장실(신설),서울특별시 강남구 헌릉로 621 (공중화장실),37.51697,127.02271,화장실
압구정동주민센터,서울특별시 강남구 압구정로33길 48 (공중화장실),37.49829,127.0301,화장실
강남운전면허시험장,서울특별시 강남구 테헤란로114길 23 (공중화장실),37.52354,127.03817,화장실
일원2동주민센터,서울특별시 강남구 개포로 607 (공중화장실),37.48614,127.04242,화장실
강남수도사업소,서울특별시 강남구 양재천로 199 (공중화장실),37.5191,127.04644,화장실
강남구민체육관,서울특별시 강남구 개포로28길 47 (공중화장실),37.5273,127.03576,화장실
강남스포츠문화센터,서울특별시 강남구 밤고개로1길 52 (공중화장실),37.49996,127.06698,화장실
못골한옥어린이도서관화장실,서울특별시 강남구 자곡로 7길 3 (공중화장실),37.50849,127.02622,화장실
국민연금공단,서울특별시 강남구 도산대로 128 (공중화장실),37.51031,127.04638,화장실
삼성세무서,"서울특별시 강남구 테헤란로 114, 5층,6층 (공중화장실)",37.47582,127.05205,화장실
압구정노인복지센터,서울특별시 강남구 도산대로53길 5 (공중화장실),37.48632,127.03679,화장실
매봉산 실내배드민턴장,서울특별시 강남구 남부순환로 2711 (공중화장실),37.49951,127.05447,화장실
청담평생학습관,서울특별시 강남구 학동로 67길 11 (공중화장실),37.49492,127.07932,화장실
압구정평생학습관,서울특별시 강남구 언주로 172길 26 (공중화장실),37.49315,127.08777,화장실
대치평생학습관,서울특별시 강남구 영동대로 57길 7 (공중화장실),37.50496,127.0682,화장실
논현초교 공영노외주차장,서울특별시 강남대로120길 33 (공중화장실),37.52835,127.03264,화장실
강남웰에이징센터 공영노외주차장,서울특별시 선릉로108길 27 (공중화장실),37.51028,127.06683,화장실
포이초교 공영노외주차장,서울특별시 개포로22길87 (공중화장실),37.52214,127.03693,화장실
언주초교 공영노외주차장,서울특별시 남부순환로363길 19 (공중화장실),37.49713,127.04245,화장실
도곡초교 공영노외주차장,서울특별시 선릉로64길 33 (공중화장실),37.48493,127.09284,화장실
대청역 공영노외주차장,서울특별시 개포로623-1 (공중화장실),37.4747,127.0499,화장실
탄천2호 공영노외주차장,서울특별시 양재대로55길 28 (공중화장실),37.47044,127.1072,화장실
탄천공영주차장(5번입구 제방위),서울특별시 강남구 역삼로107길 20-28 (공중화장실),37.49358,127.07807,화장실
탄천주차장,서울특별시 강남구 역삼로107길 20-28 (공중화장실),37.51407,127.03253,화장실
견인보관소,서울특별시 강남구 역삼로107길 20-28 (공중화장실),37.51207,127.02609,화장실
국민건강보험공단 강남북부지사,서울특별시 강남구 압구정로 38길 7 (공중화장실),37.48698,127.10695,화장실
강남소방서,서울특별시 강남구 테헤란로 629 (공중화장실),37.49198,127.07347,화장실
영동119안전센터,서울특별시 강남구 도산대로 320 (공중화장실),37.52684,127.02706,화장실
역삼119안전센터,서울특별시 강남구 역삼로 236 (공중화장실),37.52397,127.0228,화장실
수서119안전센터,서울특별시 강남구 광평로31길 6 (공중화장실),37.51728,127.0372,화장실
개포119안전센터,서울특별시 강남구 논현로10길 19 (공중화장실),37.49325,127.05678,화장실
세곡119안전센터,서울특별시 강남구 밤고개로 268 (공중화장실),37.49973,127.05785,화장실
강남우체국,서울특별시 강남구 개포로 619 (공중화장실),37.49537,127.03328,화장실
논현동우체국,서울특별시 강남구 학동로 212 (공중화장실),37.49597,127.04682,화장실
논현노인종합복지관,서울특별시 강남구 강남대로128길 59 (공중화장실),37.4715,127.0945,화장실
미미위강남세움센터,서울특별시 강남구 광평로60길 22 (공중화장실),37.4965,127.03203,화장실
강남장애인복지관,서울특별시 강남구 개포로 605 (공중화장실),37.48414,127.06535,화장실
강남관광정보센터,서울특별시 강남구 압구정로 161 (공중화장실),37.49568,127.07191,화장실
신사문화센터,서울특별시 강남구 압구정로 128 (공중화장실),37.49186,127.08803,화장실
논현2문화센터,서울특별시 강남구 학동로 43길 17 (공중화장실),37.49027,127.04621,화장실
대치1문화센터,서울특별시 강남구 남부순환로 391길 19 (공중화장실),37.49098,127.04377,화장실
대치4문화센터,서울특별시 강남구 도곡로 77길 23 (공중화장실),37.48261,127.06613,화장실
역삼1문화센터,서울특별시 강남구 역삼로 7길 16 (공중화장실),37.51549,127.0252,화장실
역삼2문화센터,서울특별시 강남구 도곡로 43길 25 (공중화장실),37.49759,127.03627,화장실
